[2025-10-23T12:03:12.268Z] ERROR: Validation failed [{"type":"field","value":"12345678","msg":"Password must contain at least one lowercase letter, one uppercase letter, and one number","path":"password","location":"body"}]
[2025-10-23T12:14:42.023Z] ERROR: Login Validation failed [{"type":"field","value":"","msg":"Email or username is required","path":"identifier","location":"body"}]
[2025-10-23T13:02:44.244Z] ERROR: User not found
[2025-10-23T13:02:44.245Z] ERROR: User authentication failed
[2025-10-23T13:02:44.247Z] ERROR: Login error
[2025-10-23T13:03:31.852Z] ERROR: User not found
[2025-10-23T13:03:31.853Z] ERROR: User authentication failed
[2025-10-23T13:03:31.855Z] ERROR: Login error
[2025-10-23T23:21:49.556Z] ERROR: Failed to save log {"errors":{"userId":{"name":"ValidatorError","message":"Path `userId` is required.","properties":{"message":"Path `userId` is required.","type":"required","path":"userId","value":null},"kind":"required","path":"userId","value":null}},"_message":"log validation failed","name":"ValidationError","message":"log validation failed: userId: Path `userId` is required."}
[2025-10-23T23:21:49.565Z] ERROR: Failed to save log {"errors":{"userId":{"name":"ValidatorError","message":"Path `userId` is required.","properties":{"message":"Path `userId` is required.","type":"required","path":"userId","value":null},"kind":"required","path":"userId","value":null}},"_message":"log validation failed","name":"ValidationError","message":"log validation failed: userId: Path `userId` is required."}
[2025-10-24T00:13:33.772Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.856Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.897Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.987Z] ERROR: Redis Client Error
[2025-10-24T00:13:33.991Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.133Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.137Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.294Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.299Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.478Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.481Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.704Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.707Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.984Z] ERROR: Redis Client Error
[2025-10-24T00:13:34.985Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.309Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.311Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.676Z] ERROR: Redis Client Error
[2025-10-24T00:13:35.680Z] ERROR: Redis Client Error
[2025-10-24T05:00:05.753Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:06.266Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:06.773Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:07.283Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:07.800Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:08.309Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:08.854Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:09.375Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:09.884Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:10.399Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:10.923Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:11.435Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:11.954Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:12.463Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:12.975Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:13.486Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:13.999Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:14.510Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:15.024Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:15.543Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:16.059Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:16.604Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:17.127Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:17.641Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:18.154Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:18.708Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:19.242Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:19.758Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:20.279Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:20.807Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:21.378Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:21.887Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:22.394Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:22.923Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:23.435Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:23.961Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:24.483Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:25.021Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:25.534Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:26.056Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:26.564Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:27.093Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:27.619Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:28.134Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:28.653Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:29.170Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:29.685Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:30.196Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:30.708Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:31.222Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:31.733Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:32.250Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:32.769Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:33.273Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:33.789Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:34.303Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:34.820Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:35.334Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:35.852Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:36.368Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:36.883Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:37.400Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:37.918Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:38.443Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:38.960Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:39.475Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:39.992Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:40.500Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:41.012Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:41.527Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:42.040Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:42.555Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:43.068Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:43.595Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:44.100Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:44.618Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:45.133Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:45.646Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:46.158Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:46.674Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:47.193Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:47.706Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:48.222Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:48.738Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:49.252Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:49.756Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:50.270Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:50.786Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:51.301Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:51.812Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:52.330Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:52.840Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:53.353Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:53.870Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:54.385Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:54.900Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:55.412Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:55.926Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:56.453Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:56.968Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:57.482Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:57.997Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:58.510Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:59.025Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:00:59.538Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:00.042Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:00.563Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:01.071Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:01.586Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:02.100Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:02.618Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:03.129Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:03.643Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:04.155Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:04.671Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:05.187Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:05.690Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:06.208Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:06.721Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:07.235Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:07.752Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:08.264Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:08.777Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:09.287Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:09.807Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:10.314Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:10.829Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:11.344Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:11.860Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:12.374Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:12.889Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:13.409Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:13.923Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:14.438Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:14.953Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:15.470Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:15.983Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:16.500Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:17.019Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:17.530Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:18.043Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:18.560Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:19.072Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:19.589Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:20.099Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:20.612Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:21.125Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:21.640Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:22.153Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:22.668Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:23.182Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:23.695Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:24.210Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:24.722Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:25.239Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:25.752Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:26.263Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:26.777Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:27.291Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:27.808Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:28.321Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:28.838Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:29.354Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:29.872Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:30.383Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:30.896Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:31.408Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:31.928Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:32.441Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:32.954Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:33.465Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:33.982Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:34.491Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:35.007Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:35.523Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:36.041Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:36.552Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:37.067Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:37.584Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:38.099Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:38.613Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:39.124Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:39.642Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:40.153Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:40.669Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:41.181Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:41.697Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:42.210Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:42.732Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:43.242Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:43.752Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:44.257Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:44.770Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:45.281Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:45.786Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:46.308Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:46.818Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:47.336Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:47.852Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:48.369Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:48.888Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:49.405Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:49.913Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:50.430Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:50.947Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:51.462Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:51.975Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:52.489Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:53.002Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:53.505Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:54.021Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:54.534Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:55.047Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:55.563Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:56.079Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:56.594Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:57.107Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:57.623Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:58.137Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:58.652Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:59.167Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:01:59.683Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:00.201Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:00.716Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:01.227Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:01.740Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:02.255Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:02.770Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:03.285Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:03.800Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:04.316Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:04.836Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:05.348Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:05.862Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:06.364Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:06.880Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:07.390Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:07.903Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:08.418Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:08.934Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:09.447Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:09.960Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:10.472Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:10.990Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:11.504Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:12.019Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:12.522Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:13.032Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:13.549Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:14.060Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:14.576Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:15.087Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:15.604Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:16.128Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:16.647Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:17.163Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:17.679Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:18.192Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:18.705Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:19.221Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:19.738Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:20.250Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:20.772Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:21.279Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:21.789Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:22.306Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:22.817Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:23.331Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:23.845Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:24.357Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
[2025-10-24T05:02:24.871Z] ERROR: Redis Client Error {"code":"ECONNREFUSED"}
